"name","location","short_description","sys_class_name","asset","category","change_control","asset_tag","department","managed_by_group","managed_by","monitor","owned_by","install_status","subcategory","support_group","supported_by","assigned_to","assignment_group"
"TeamSpeak 2 RC2","","","Software","","","","","","","","false","","Installed","","","","",""
"TechHelp","","","Software","","","","","","","","false","","Installed","","","","",""
"Terminal Services Client","","","Software","","","","","","","","false","","Installed","","","","",""
"TextAssist","","","Software","","","","","","","","false","","Installed","","","","",""
"Textra","","","Software","","","","","","","","false","","Installed","","","","",""
"TFP for 2004","","","Software","","","","","","","","false","","Installed","","","","",""
"TFP for 2005","","","Software","","","","","","","","false","","Installed","","","","",""
"The Paper Tiger Single User Version 3.0","","","Software","","","","","","","","false","","Installed","","","","",""
"The Rosetta Stone","","","Software","","","","","","","","false","","Installed","","","","",""
"The Weather Channel","","","Software","","","","","","","","false","","Installed","","","","",""
"ThinkPad Configuration","","","Software","","","","","","","","false","","Installed","","","","",""
"ThinkPad EasyEject Utility","","","Software","","","","","","","","false","","Installed","","","","",""
"ThinkPad FullScreen Magnifier","","","Software","","","","","","","","false","","Installed","","","","",""
"ThinkPad FullScreen Magnifier","","","Software","","","","","","","","false","","Installed","","","","",""
"ThinkPad Integrated 56K Modem","","","Software","","","","","","","","false","","Installed","","","","",""
"ThinkPad Integrated Bluetooth IV Software","","","Software","","","","","","","","false","","Installed","","","","",""
"ThinkPad Keyboard Customizer Utility","","","Software","","","","","","","","false","","Installed","","","","",""
"ThinkPad Power Management Driver","","","Software","","","","","","","","false","","Installed","","","","",""
"ThinkPad Power Manager","","","Software","","","","","","","","false","","Installed","","","","",""
"ThinkPad Presentation Director","","","Software","","","","","","","","false","","Installed","","","","",""
"ThinkPad SATA Power Management Driver","","","Software","","","","","","","","false","","Installed","","","","",""
"ThinkPad Software Installer","","","Software","","","","","","","","false","","Installed","","","","",""
"ThinkPad Software Installer","","","Software","","","","","","","","false","","Installed","","","","",""
"Thinkpad T20","Bockenheimer Landstraﬂe 123, Frankfurt","","Computer","P1000458 - IBM Thinkpad T20","Hardware","","P1000458","HR","","","false","","Installed","Computer","","","Terrance Nimmer",""
"Thinkpad T20","2-12-1 Ookayama, Meguro-ku, Tokyo","","Computer","P1000461 - IBM Thinkpad T20","Hardware","","P1000461","HR","","","false","","Installed","Computer","","","Stephen Seiters",""
"Thinkpad T20","Paradise Road, Richmond, London","","Computer","P1000463 - IBM Thinkpad T20","Hardware","","P1000463","HR","","","false","","Installed","Computer","","","Warren Speach",""
"Thinkpad T20","Bockenheimer Landstraﬂe 123, Frankfurt","","Computer","P1000460 - IBM Thinkpad T20","Hardware","","P1000460","HR","","","false","","Installed","Computer","","","Reginald Lunan",""
"Thinkpad T20","248 Abbotsford Road, Brisbane","","Computer","P1000452 - IBM Thinkpad T20","Hardware","","P1000452","HR","","","false","","Installed","Computer","","","Rebekah Lindboe",""
"Thinkpad T20","Paradise Road, Richmond, London","","Computer","P1000466 - IBM Thinkpad T20","Hardware","","P1000466","HR","","","false","","Installed","Computer","","","Rosalie Krigger",""
"Thinkpad T20","Karmelitska 2, Lesser Town, Prague","","Computer","P1000455 - IBM Thinkpad T20","Hardware","","P1000455","HR","","","false","","Installed","Computer","","","Reyna Bangle",""
"Thinkpad T20","302 Washington Street, San Diego,CA","","Computer","P1000468 - IBM Thinkpad T20","Hardware","","P1000468","HR","","","false","","Installed","Computer","","","Steve Schorr",""
"Thinkpad T20","Bockenheimer Landstraﬂe 123, Frankfurt","","Computer","P1000456 - IBM Thinkpad T20","Hardware","","P1000456","HR","","","false","","Installed","Computer","","","Walton Schwallie",""
"Thinkpad T20","2500 West Daming Road, Shanghai","","Computer","P1000453 - IBM Thinkpad T20","Hardware","","P1000453","HR","","","false","","Installed","Computer","","","Timothy Janski",""
"Thinkpad T20","248 Abbotsford Road, Brisbane","","Computer","P1000451 - IBM Thinkpad T20","Hardware","","P1000451","HR","","","false","","Installed","Computer","","","Terra Plagge",""
"Thinkpad T20","Bockenheimer Landstraﬂe 123, Frankfurt","","Computer","P1000459 - IBM Thinkpad T20","Hardware","","P1000459","HR","","","false","","Installed","Computer","","","Shanna Neundorfer",""
"Thinkpad T20","Bockenheimer Landstraﬂe 123, Frankfurt","","Computer","P1000457 - IBM Thinkpad T20","Hardware","","P1000457","HR","","","false","","Installed","Computer","","","Veronica Radman",""
"Thinkpad T20","302 Washington Street, San Diego,CA","","Computer","P1000471 - IBM Thinkpad T20","Hardware","","P1000471","HR","","","false","","Installed","Computer","","","Roger Seid",""
"Thinkpad T20","Karmelitska 2, Lesser Town, Prague","","Computer","P1000454 - IBM Thinkpad T20","Hardware","","P1000454","HR","","","false","","Installed","Computer","","","Suzette Devaughan",""
"Thinkpad T20","302 Washington Street, San Diego,CA","","Computer","P1000467 - IBM Thinkpad T20","Hardware","","P1000467","HR","","","false","","Installed","Computer","","","Tyree Courrege",""
"Thinkpad T20","Paradise Road, Richmond, London","","Computer","P1000465 - IBM Thinkpad T20","Hardware","","P1000465","HR","","","false","","Installed","Computer","","","Tammie Schwartzwalde",""
"Thinkpad T20","302 Washington Street, San Diego,CA","","Computer","P1000469 - IBM Thinkpad T20","Hardware","","P1000469","HR","","","false","","Installed","Computer","","","Savannah Kesich",""
"Thinkpad T20","Paradise Road, Richmond, London","","Computer","P1000464 - IBM Thinkpad T20","Hardware","","P1000464","HR","","","false","","Installed","Computer","","","Waldo Sisk",""
"Thinkpad T20","SHS quadra 5, Bloco E., Brasilia","","Computer","P1000462 - IBM Thinkpad T20","Hardware","","P1000462","HR","","","false","","Installed","Computer","","","Theron Hambright",""
"Thinkpad T20","302 Washington Street, San Diego,CA","","Computer","P1000470 - IBM Thinkpad T20","Hardware","","P1000470","HR","","","false","","Installed","Computer","","","Rubin Crotts",""
"ThinkPad UltraNav Driver","","","Software","","","","","","","","false","","Installed","","","","",""
"ThinkPad UltraNav Wizard","","","Software","","","","","","","","false","","Installed","","","","",""
"ThinkPad Utility","","","Software","","","","","","","","false","","Installed","","","","",""
"ThinkStation C20","Karmelitska 2, Lesser Town, Prague","","Computer","P1000429 - Lenovo ThinkStation C20","Hardware","","P1000429","Finance","","","false","","Installed","Computer","","","Reva Lecates",""
"ThinkStation C20","Karmelitska 2, Lesser Town, Prague","","Computer","P1000427 - Lenovo ThinkStation C20","Hardware","","P1000427","Finance","","","false","","Installed","Computer","","","Titus Rodreguez",""
"ThinkStation C20","Karmelitska 2, Lesser Town, Prague","","Computer","P1000428 - Lenovo ThinkStation C20","Hardware","","P1000428","Finance","","","false","","Installed","Computer","","","Sybil Marmerchant",""
"ThinkStation C20","Karmelitska 2, Lesser Town, Prague","","Computer","P1000430 - Lenovo ThinkStation C20","Hardware","","P1000430","Finance","","","false","","Installed","Computer","","","Christian Marnell",""
"ThinkStation D20","150 Kennedy Road, Hong Kong","","Computer","P1000425 - Lenovo ThinkStation D20","Hardware","","P1000425","Finance","","","false","","Installed","Computer","","","Robin Schartz",""
"ThinkStation D20","75-85 York Street, Melbourne","","Computer","P1000419 - Lenovo ThinkStation D20","Hardware","","P1000419","Finance","","","false","","Installed","Computer","","","Jimmy Hrobsky",""
"ThinkStation D20","75-85 York Street, Melbourne","","Computer","P1000420 - Lenovo ThinkStation D20","Hardware","","P1000420","Finance","","","false","","Installed","Computer","","","Fausto Marks",""
"ThinkStation D20","150 Kennedy Road, Hong Kong","","Computer","P1000424 - Lenovo ThinkStation D20","Hardware","","P1000424","Finance","","","false","","Installed","Computer","","","Warren Hacher",""
"ThinkStation D20","75-85 York Street, Melbourne","","Computer","P1000422 - Lenovo ThinkStation D20","Hardware","","P1000422","Finance","","","false","","Installed","Computer","","","Christa Bodenschatz",""
"ThinkStation D20","75-85 York Street, Melbourne","","Computer","P1000421 - Lenovo ThinkStation D20","Hardware","","P1000421","Finance","","","false","","Installed","Computer","","","Courtney Shishido",""
"ThinkStation D20","150 Kennedy Road, Hong Kong","","Computer","P1000426 - Lenovo ThinkStation D20","Hardware","","P1000426","Finance","","","false","","Installed","Computer","","","Karen Flierl",""
"ThinkStation D20","75-85 York Street, Melbourne","","Computer","P1000423 - Lenovo ThinkStation D20","Hardware","","P1000423","Finance","","","false","","Installed","Computer","","","Chi Greenlaw",""
"ThinkStation S20","Bockenheimer Landstraﬂe 123, Frankfurt","","Computer","P1000440 - Lenovo ThinkStation S20","Hardware","","P1000440","Finance","","","false","","Installed","Computer","","","Delphine Helmich",""
"ThinkStation S20","Paradise Road, Richmond, London","","Computer","P1000449 - Lenovo ThinkStation S20","Hardware","","P1000449","Finance","","","false","","Installed","Computer","","","Corinne Cowan",""
"ThinkStation S20","Paradise Road, Richmond, London","","Computer","P1000448 - Lenovo ThinkStation S20","Hardware","","P1000448","Finance","","","false","","Installed","Computer","","","Danette Fostervold",""
"ThinkStation S20","2-12-1 Ookayama, Meguro-ku, Tokyo","","Computer","P1000443 - Lenovo ThinkStation S20","Hardware","","P1000443","Finance","","","false","","Installed","Computer","","","Kira Staffon",""
"ThinkStation S20","27, Boulevard Vitton, Paris","","Computer","P1000433 - Lenovo ThinkStation S20","Hardware","","P1000433","Finance","","","false","","Installed","Computer","","","Bridgett Retort",""
"ThinkStation S20","27, Boulevard Vitton, Paris","","Computer","P1000432 - Lenovo ThinkStation S20","Hardware","","P1000432","Finance","","","false","","Installed","Computer","","","Claire Moyerman",""
"ThinkStation S20","SHS quadra 5, Bloco E., Brasilia","","Computer","P1000446 - Lenovo ThinkStation S20","Hardware","","P1000446","Finance","","","false","","Installed","Computer","","","Edwin Lavelli",""
"ThinkStation S20","Paradise Road, Richmond, London","","Computer","P1000450 - Lenovo ThinkStation S20","Hardware","","P1000450","Finance","","","false","","Installed","Computer","","","Coleman Cuneo",""
"ThinkStation S20","27, Boulevard Vitton, Paris","","Computer","P1000434 - Lenovo ThinkStation S20","Hardware","","P1000434","Finance","","","false","","Installed","Computer","","","Bridget Knightly",""
"ThinkStation S20","27, Boulevard Vitton, Paris","","Computer","P1000436 - Lenovo ThinkStation S20","Hardware","","P1000436","Finance","","","false","","Installed","Computer","","","Brendan Qin",""
"ThinkStation S20","Bockenheimer Landstraﬂe 123, Frankfurt","","Computer","P1000441 - Lenovo ThinkStation S20","Hardware","","P1000441","Finance","","","false","","Installed","Computer","","","Audra Cantu",""
"ThinkStation S20","SHS quadra 5, Bloco E., Brasilia","","Computer","P1000447 - Lenovo ThinkStation S20","Hardware","","P1000447","Finance","","","false","","Installed","Computer","","","Charity Dyckman",""
"ThinkStation S20","2-12-1 Ookayama, Meguro-ku, Tokyo","","Computer","P1000444 - Lenovo ThinkStation S20","Hardware","","P1000444","Finance","","","false","","Installed","Computer","","","Erica Eyrich",""
"ThinkStation S20","27, Boulevard Vitton, Paris","","Computer","P1000435 - Lenovo ThinkStation S20","Hardware","","P1000435","Finance","","","false","","Installed","Computer","","","Brent Vaidya",""
"ThinkStation S20","Bockenheimer Landstraﬂe 123, Frankfurt","","Computer","P1000438 - Lenovo ThinkStation S20","Hardware","","P1000438","Finance","","","false","","Installed","Computer","","","Devon Teston",""
"ThinkStation S20","Bockenheimer Landstraﬂe 123, Frankfurt","","Computer","P1000439 - Lenovo ThinkStation S20","Hardware","","P1000439","Finance","","","false","","Installed","Computer","","","Denise Speegle",""
"ThinkStation S20","SHS quadra 5, Bloco E., Brasilia","","Computer","P1000445 - Lenovo ThinkStation S20","Hardware","","P1000445","Finance","","","false","","Installed","Computer","","","Germaine Bruski",""
"ThinkStation S20","2-12-1 Ookayama, Meguro-ku, Tokyo","","Computer","P1000442 - Lenovo ThinkStation S20","Hardware","","P1000442","Finance","","","false","","Installed","Computer","","","Lucas Santellana",""
"ThinkStation S20","27, Boulevard Vitton, Paris","","Computer","P1000431 - Lenovo ThinkStation S20","Hardware","","P1000431","Finance","","","false","","Installed","Computer","","","Daniel Zill",""
"ThinkStation S20","Bockenheimer Landstraﬂe 123, Frankfurt","","Computer","P1000437 - Lenovo ThinkStation S20","Hardware","","P1000437","Finance","","","false","","Installed","Computer","","","Diann Burigsay",""
"ThinkVantage Access Connections","","","Software","","","","","","","","false","","Installed","","","","",""
"ThinkVantage Active Protection System","","","Software","","","","","","","","false","","Installed","","","","",""
"This Service-now instance","","","Service","","","","","","","","false","","Installed","","","","",""
"TIFF-XChange","","","Software","","","","","","","","false","","Installed","","","","",""
"TightVNC","","","Software","","","","","","","","false","","Installed","","","","",""
"TIMBER","601 College Street, Clarksville,TN","","Computer","P1000170 - Dell Inc. PowerEdge T410","Do not migrate to asset","","P1000170","Sales","","","false","","","","","","Howard Johnson",""
"Timberline Accounting","","","Software","","","","","","","","false","","Installed","","","","",""
"Timberline Office requirements","","","Software","","","","","","","","false","","Installed","","","","",""
"Timberline Registry Editor","","","Software","","","","","","","","false","","Installed","","","","",""
"TIMTERM","601 College Street, Clarksville,TN","","Computer","P1000061 - Dell Inc. PowerEdge T110 II","Do not migrate to asset","","P1000061","Sales","","","false","","","","","","Howard Johnson",""
"TMPGEnc DVD Author 1.6","","","Software","","","","","","","","false","","Installed","","","","",""
"TMPGEnc Sound Player","","","Software","","","","","","","","false","","Installed","","","","",""
"Tomcat","","","Software","","","","","","","","false","","Installed","","","","",""
"TONIVWXP","601 College Street, Clarksville,TN","","Computer","P1000073 - Lenovo ThinkStation C20","Hardware","","P1000073","Sales","","","false","","Installed","Computer","","","Howard Johnson",""
"TopStyle","","","Software","","","","","","","","false","","Installed","","","","",""
"TortoiseCVS","","","Software","","","","","","","","false","","Installed","","","","",""
"TP00643","1454 Northwest 78th Avenue, Doral,FL","","Computer","P1000178 - Sony VAIO SA Series","Do not migrate to asset","","P1000178","Sales","","","false","","Installed","","","","George Grey",""
"TrackPoint Accessibility Features","","","Software","","","","","","","","false","","Installed","","","","",""
"TRACKRECORD","2-10-1 Yurakucho, Chiyoda-ku, Tokyo","","Computer","P1000067 - Dell Inc. OptiPlex GX280","Do not migrate to asset","","P1000067","Customer Support","","","false","","Installed","","","","Ashley Leonesio",""
"TrayApp","","","Software","","","","","","","","false","","Installed","","","","",""
"TrayApp","","","Software","","","","","","","","false","","Installed","","","","",""
"TrayApp","","","Software","","","","","","","","false","","Installed","","","","",""
"Trends in the Hotel Industry","","","Software","","","","","","","","false","","Installed","","","","",""
"Treo 700w User Guide","","","Software","","","","","","","","false","","Installed","","","","",""
"Trillian","","","Software","","","","","","","","false","","Installed","","","","",""
"TrueSwitch Wizard SBC","","","Software","","","","","","","","false","","Installed","","","","",""
"TscHelp","","","Software","","","","","","","","false","","Installed","","","","",""
"TSmm","","","Software","","","","","","","","false","","Installed","","","","",""
"Turbo Pascal","","","Software","","","","","","","","false","","Installed","","","","",""
"TurboTax Business 2004","","","Software","","","","","","","","false","","Installed","","","","",""
"TurboTax Business 2005","","","Software","","","","","","","","false","","Installed","","","","",""
"TurboTax Deluxe 2003","","","Software","","","","","","","","false","","Installed","","","","",""
"TurboTax Deluxe 2005","","","Software","","","","","","","","false","","Installed","","","","",""
"TurboTax ItsDeductible 2005","","","Software","","","","","","","","false","","Installed","","","","",""
"TurboTax Premier 2004","","","Software","","","","","","","","false","","Installed","","","","",""
"TYLERSXP","Paradise Road, Richmond, London","","Computer","P1000172 - Lenovo ThinkStation D20","Do not migrate to asset","","P1000172","Sales","","","false","","Installed","","","","Mary Cruse",""
"Type Manager","","","Software","","","","","","","","false","","Installed","","","","",""
"TypingMaster 2002","","","Software","","","","","","","","false","","Installed","","","","",""
"UC-AutoCam Setup","","","Software","","","","","","","","false","","Installed","","","","",""
"UDF Reader","","","Software","","","","","","","","false","","Installed","","","","",""
"Ulead CD & DVD PictureShow 3 SE","","","Software","","","","","","","","false","","Installed","","","","",""
"Ulead DVD MovieFactory 3.5 Suite Deluxe","","","Software","","","","","","","","false","","Installed","","","","",""
"Ulead Photo Explorer 8.5 SE","","","Software","","","","","","","","false","","Installed","","","","",""
"Ulead VideoStudio 8.0 SE DVD","","","Software","","","","","","","","false","","Installed","","","","",""
"UltimateBet","","","Software","","","","","","","","false","","Installed","","","","",""
"Ultr@VNC Release 1.0.0 RC 18 - Win32","","","Software","","","","","","","","false","","Installed","","","","",""
"Ultr@VNC Release 1.0.0 RC11d - Win32","","","Software","","","","","","","","false","","Installed","","","","",""
"unix200","Bockenheimer Landstraﬂe 123, Frankfurt","","UNIX Server","P1000181 - IBM x3690 X5 Rack","Do not migrate to asset","","P1000181","","","Amos Linnan","false","","Installed","","","","",""
"unix201","Bockenheimer Landstraﬂe 123, Frankfurt","","UNIX Server","P1000245 - IBM x3690 X5 Rack","Hardware","","P1000245","","","Amos Linnan","false","","Installed","Computer","","","",""
"Unknown","","This CI is referenced by all duplicate CIs that were upgraded to New York. Before upgrade, discovery_source for these CIs was set to ëDuplicateí. After upgrade, these CIs are updated to have the new Duplicate Of attribute. However, since the master CI for these upgraded duplicate CIs is unknown, Duplicate Of references the CI ëUnknowní.","Configuration Item","","","","","","","","false","","Installed","","","","",""
"Unload","","","Software","","","","","","","","false","","Installed","","","","",""
"Unload","","","Software","","","","","","","","false","","Installed","","","","",""
"Unload","","","Software","","","","","","","","false","","Installed","","","","",""
"UnVet32","","","Software","","","","","","","","false","","Installed","","","","",""
"Update for Windows XP (KB894391)","","","Software","","","","","","","","false","","Installed","","","","",""
"Update for Windows XP (KB896727)","","","Software","","","","","","","","false","","Installed","","","","",""
"Update for Windows XP (KB898461)","","","Software","","","","","","","","false","","Installed","","","","",""
"Update for Windows XP (KB900485)","","","Software","","","","","","","","false","","Installed","","","","",""
"Update for Windows XP (KB900930)","","","Software","","","","","","","","false","","Installed","","","","",""
"Update for Windows XP (KB904942)","","","Software","","","","","","","","false","","Installed","","","","",""
"Update for Windows XP (KB910437)","","","Software","","","","","","","","false","","Installed","","","","",""
"Update for Windows XP (KB912945)","","","Software","","","","","","","","false","","Installed","","","","",""
"Update Rollup 1 for Windows 2000 SP4","","","Software","","","","","","","","false","","Installed","","","","",""
"Update Rollup 1 for Windows 2000 SP4","","","Software","","","","","","","","false","","Installed","","","","",""
"Update Rollup for Exchange 2000 (KB870540)","","","Software","","","","","","","","false","","Installed","","","","",""
"Update Service","","","Software","","","","","","","","false","","Installed","","","","",""
"Upromise remindU","","","Software","","","","","","","","false","","Installed","","","","",""
"UPS Austin","","","UPS","","","","","","","","false","","Installed","","","","",""
"UPS Chicago","","","UPS","","","","","","","","false","","Installed","","","","",""
"UPS Minneapolis","","","UPS","","","","","","","","false","","Installed","","","","",""
"UPS New York","","","UPS","","","","","","","","false","","Installed","","","","",""
"UPS Sacramento","","","UPS","","","","","","","","false","","Installed","","","","",""
"UPS San Diego","","","UPS","","","","","","","","false","","Installed","","","","",""
"USB 2.0 Wireless LAN Card Utility","","","Software","","","","","","","","false","","Installed","","","","",""
"USB Converter Driver","","","Software","","","","","","","","false","","Installed","","","","",""
"User Profile Hive Cleanup Service","","","Software","","","","","","","","false","","Installed","","","","",""
"Utility","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO Control Center","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO Entertainment Platform","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO Event Service","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO Help and Support","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO Launcher","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO Light Flo Wallpaper","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO Media","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO Media AC3 Decoder","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO Media Integrated Server","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO Media Redistribution","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO Media Registration Tool","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO Original Screen Saver","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO Original Screen Saver VAIO Motion SD Wide Contents","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO Power Management","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO Power Management","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO Registration","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO Registration","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO SLIT Pattern Wallpaper","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO SLIT-C Screen Saver","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO Survey Standalone","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO Update 2","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO Wireless Utility","","","Software","","","","","","","","false","","Installed","","","","",""
"VAIO Zone","","","Software","","","","","","","","false","","Installed","","","","",""
"VBA","","","Software","","","","","","","","false","","Installed","","","","",""
"VBA (2720)","","","Software","","","","","","","","false","","Installed","","","","",""
"Vbox","","","Software","","","","","","","","false","","Installed","","","","",""
"Ventrilo Client","","","Software","","","","","","","","false","","Installed","","","","",""
"Venture Complete","","","Software","","","","","","","","false","","Installed","","","","",""
"Venture Complete","","","Software","","","","","","","","false","","Installed","","","","",""
"VERITAS Backup Exec for Windows Servers","","","Software","","","","","","","","false","","Installed","","","","",""
"VERITAS Update","","","Software","","","","","","","","false","","Installed","","","","",""
"VIA Bus Master PCI IDE DMA Tool","","","Software","","","","","","","","false","","Installed","","","","",""
"Video Cd Player","","","Software","","","","","","","","false","","Installed","","","","",""
"Viewpoint Manager","","","Software","","","","","","","","false","","Installed","","","","",""
"Viewpoint Media Player","","","Software","","","","","","","","false","","Installed","","","","",""
"Viewpoint Toolbar","","","Software","","","","","","","","false","","Installed","","","","",""
"Viewpoint Toolbar V35","","","Software","","","","","","","","false","","Installed","","","","",""
"ViewSonic Monitor Drivers","","","Software","","","","","","","","false","","Installed","","","","",""
"ViewSonic Windows XP Signed Files","","","Software","","","","","","","","false","","Installed","","","","",""
"VirusScan","","","Software","","","","","","","","false","","Installed","","","","",""
"Visio","","","Software","","","","","","","","false","","Installed","","","","",""
"Visio","","","Software","","","","","","","","false","","Installed","","","","",""
"Visio Core Files","","","Software","","","","","","","","false","","Installed","","","","",""
"Visual Basic","","","Software","","","","","","","","false","","Installed","","","","",""
"Visual C++","","","Software","","","","","","","","false","","Installed","","","","",""
"Visual C++ Compiler","","","Software","","","","","","","","false","","Installed","","","","",""
"Visual FoxPro","","","Software","","","","","","","","false","","Installed","","","","",""
"Visual J++","","","Software","","","","","","","","false","","Installed","","","","",""
"Visual Modeler","","","Software","","","","","","","","false","","Installed","","","","",""
"Visual Studio","","","Software","","","","","","","","false","","Installed","","","","",""
"Visual Studio .NET Professional - English","","","Software","","","","","","","","false","","Installed","","","","",""
"Visual Studio.NET Baseline - English","","","Software","","","","","","","","false","","Installed","","","","",""
"VMWARE-SD-04","5052 Clairemont Drive, San Diego,CA","","Server","P1000095 - Dell Inc. PowerEdge M710HD Blade Server","Do not migrate to asset","","P1000095","","","Bow Ruggeri","false","","Installed","","","","",""
"VMWARE-SD-07","5052 Clairemont Drive, San Diego,CA","","Server","P1000021 - Dell Inc. PowerEdge M710HD Blade Server","Do not migrate to asset","","P1000021","","","Bow Ruggeri","false","","Installed","","","","",""
"VNC","","","Software","","","","","","","","false","","Installed","","","","",""
"Vortex","","","Software","","","","","","","","false","","Installed","","","","",""
"VP6 Decoder","","","Software","","","","","","","","false","","Installed","","","","",""
"VPRINTOL","","","Software","","","","","","","","false","","Installed","","","","",""
"VPRINTOL","","","Software","","","","","","","","false","","Installed","","","","",""
"Wallpapers","","","Software","","","","","","","","false","","Installed","","","","",""
"WASSUP","Paradise Road, Richmond, London","","Computer","P1000062 - Lenovo ThinkStation S20","Do not migrate to asset","","P1000062","Sales","","","false","","Installed","","","","Diana Temple",""
"WavePad Uninstall","","","Software","","","","","","","","false","","Installed","","","","",""
"Weather Services","","","Software","","","","","","","","false","","Installed","","","","",""
"WeatherBug","","","Software","","","","","","","","false","","Installed","","","","",""
"WeatherBug","","","Software","","","","","","","","false","","Installed","","","","",""
"Web Publisher","","","Software","","","","","","","","false","","Installed","","","","",""
"WebCyberCoach 3.2 Dell","","","Software","","","","","","","","false","","Installed","","","","",""
"WebEx","","","Software","","","","","","","","false","","Installed","","","","",""
"WebEx","","","Software","","","","","","","","false","","Installed","","","","",""
"WebFldrs","","","Software","","","","","","","","false","","Installed","","","","",""
"WebFldrs","","","Software","","","","","","","","false","","Installed","","","","",""
"WebFldrs XP","","","Software","","","","","","","","false","","Installed","","","","",""
"WebFldrs XP","","","Software","","","","","","","","false","","Installed","","","","",""
"WebFldrs XP","","","Software","","","","","","","","false","","Installed","","","","",""
"Webmessenger RIM client for WMP","","","Software","","","","","","","","false","","Installed","","","","",""
"WebReg","","","Software","","","","","","","","false","","Installed","","","","",""
"WebReg","","","Software","","","","","","","","false","","Installed","","","","",""
"WebReg","","","Software","","","","","","","","false","","Installed","","","","",""
"WEBSERVER","650 Dennery Road #102, San Diego,CA","","Computer","P1000167 - Dell Inc. OptiPlex 469","Do not migrate to asset","","P1000167","Sales","","","false","","Installed","","","","Dennis Millar",""
"Webserver FLX","4193 University Avenue, San Diego,CA","","Server","P1000242 - Dell Inc. PowerEdge M710HD Blade Server","Hardware","","P1000242","","","David Loo","false","","Installed","Computer","","","",""
"WEBSTAGING","3741 Ross Clark Circle, Dothan,AL","","Computer","P1000058 - Apple iMac 27""","Do not migrate to asset","","P1000058","Sales","","","false","","Installed","","","","Eric Schroeder",""
"WebUpdate","","","Software","","","","","","","","false","","Installed","","","","",""
"WexTech AnswerWorks","","","Software","","","","","","","","false","","Installed","","","","",""
"What's This? Help Composer","","","Software","","","","","","","","false","","Installed","","","","",""
"WhatsUp Gold","","","Software","","","","","","","","false","","Installed","","","","",""
"WildTangent Web Driver","","","Software","","","","","","","","false","","Installed","","","","",""
"Win9x Update","","","Software","","","","","","","","false","","Installed","","","","",""
"Winamp","","","Software","","","","","","","","false","","Installed","","","","",""
"Winamp","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Administration Tools","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix (Pre-SP4) [See Q324096 for more information]
		","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix (Pre-SP4) [See Q329115 for more information]
		","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix (Pre-SP4) [See Q329834 for more information]
		","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB832097","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB834707","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB842773","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB867282","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB883935","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB883939","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB889293","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB890046","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB890923","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB893756","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB894320","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB896358","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB896422","","","Software","","","","","","","","false","","Installed","","","","",""
"Windows 2000 Hotfix - KB896423","","","Software","","","","","","","","false","","Installed","","","","",""
